A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25435.91|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381465||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25465.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381466||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25470.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381467||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25490.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381468||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25500.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381469||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25505.30|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381470||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25506.52|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381471||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25516.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381472||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25525.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381473||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25628.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381474||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25655.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381475||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25672.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381476||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25682.51|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381477||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25701.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381478||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25717.66|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381479||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25735.80|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381480||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25835.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381481||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||25905.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381482||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26013.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381483||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26065.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381484||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26206.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381485||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26237.30|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381486||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26264.16|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381487||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26268.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381488||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26353.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381489||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26365.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381490||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26388.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381491||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26400.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381492||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26415.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381493||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26424.89|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381494||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26465.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381495||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26465.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381496||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26465.62|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381497||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26468.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381498||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26477.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381499||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26481.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381500||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26482.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381501||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26498.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381502||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26504.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381503||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26523.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381504||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26528.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381505||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26576.99|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381506||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26582.80|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381507||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26593.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381508||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26620.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381509||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26644.80|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381510||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26676.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381511||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26740.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381512||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26763.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381513||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26781.08|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381514||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26785.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381515||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26800.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381516||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26806.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381517||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26839.73|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381518||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26853.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381519||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26855.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381520||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26935.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381521||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26935.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381522||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26960.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381523||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26965.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381524||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26972.68|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381525||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26974.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381526||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||26981.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381527||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27018.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381528||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27043.25|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381529||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27056.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381530||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27123.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381531||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27136.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381532||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27136.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381533||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27144.68|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381534||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27170.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381535||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27177.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381536||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27195.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381537||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27206.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381538||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27252.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381539||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27264.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381540||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27273.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381541||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27283.15|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381542||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27286.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381543||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27303.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381544||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27305.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381545||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27330.10|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381546||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27373.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381547||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27399.81|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381548||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27400.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381549||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27460.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381550||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27464.80|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381551||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27465.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381552||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27465.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381553||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27475.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381554||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27483.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381555||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27488.49|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381556||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27500.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381557||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27532.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381558||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27550.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381559||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||27703.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650381560||||||||||||||||||||
